"Survey_Year","hh_categorisation_number","hh_categorisation_description","Food_code","Food_Code_description","ew:Sum(expenditure_*_household_weight)","ew2:Sum(expenditure_squared_*_household_weight_squared)","mw:Sum(members_of_household_*_household_weight)","mw2:(Sum(members_of_household_squared_*_household_weight_squared)","ewmw:Sum(expenditure_*_weighted_number_of_household_members_*_household_weight)","Combined_hh_categorisation_and_food_code","Estimate_of_average_expenditure:0.5*(ew/mw)","calc1:ew2/(ew*ew)","calc2:ewmw/(ew*mw)","calc3:mw2/(mw*mw)","standard_error:estimate_of_average_expenditure_*_(Square_Root(calc1-calc2+calc3)","residual_standard_error:standard_error_*_100/Estimate_of_average_expenditure"
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","19602","Tomato puree and vegetable purees",10638.34,26230561.3676,1849.64,124214.725,356356.0184,"4_19602",2.87578663956229,0.231771404610955,0.0362203813500584,0.0363076938327854,1.38474044141149,48.1517099482128
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","19702","Chips - frozen or not frozen",35384.16,144210753.9446,1849.64,124214.725,2421690.9756,"4_19702",9.56514781254731,0.115180740704097,0.0740035613215535,0.0363076938327854,2.66256457232508,27.8361048308359
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","19703","Takeaway chips",37914.99,272745633.8293,1849.64,124214.725,2754392.585,"4_19703",10.2492890508423,0.189729960142012,0.0785520786064475,0.0363076938327854,3.93612167169656,38.4038507663424
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","19901","Canned potatoes",1159.68,1344857.7024,1849.64,124214.725,28017.8688,"4_19901",0.313488030103155,1,0.0261240025085963,0.0363076938327854,0.315080219446069,100.507894780668
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","20002","Crisps and potato snacks",91424.38,630232140.3188,1849.64,124214.725,5841560.7417,"4_20002",24.7141011223806,0.0754008947910095,0.0690891198273618,0.0363076938327854,5.1020984624367,20.6444832331626
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","20101","Other potato products - frozen or not frozen",4071.44,5752704.3136,1849.64,124214.725,114350.3832,"4_20101",1.10060336065396,0.34703715466267,0.0303691314999025,0.0363076938327854,0.653887821964981,59.411759525834
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","20301","Peas, frozen",4132.86,11703230.4996,1849.64,124214.725,60354.351,"4_20301",1.11720659155295,0.685179516107201,0.0157906743504632,0.0363076938327854,0.938517731254685,84.0057459695183
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","20401","Beans, frozen",1197,1432809,1849.64,124214.725,42984.27,"4_20401",0.32357647974741,1,0.0388291775696892,0.0363076938327854,0.323168275849462,99.8738462392981
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","20601","Ready meals and other vegetable products - frozen or not frozen",36401.11,256281722.2875,1849.64,124214.725,1078458.6547,"4_20601",9.84005265889578,0.193414210718554,0.0320355112952028,0.0363076938327854,4.37507811440779,44.4619380207539
201819,4,"BLACK/AFRICAN/CARIBBEAN/BLACK BRITISH","20604","All vegetable takeaway products",7234.7,18276330.37,1849.64,124214.725,251033.896,"4_20604",1.9557048939253,0.349178862523107,0.0375192912755659,0.0363076938327854,1.15364587463374,58.9887502054694
